Emp ID,Absent,Late,Sick Leave,LOA,Emergency Leave,Maternity Leave,BL,Suspension,Attrition
DH03236,0,0,0,0,0,0,0,0,NO
DH03237,0,0,0,0,0,0,0,0,NO
DH03238,0,0,0,0,0,0,0,0,NO
DH03239,1,0,0,0,0,0,0,0,NO
DH03240,4,0,0,0,0,0,0,0,NO
DH03241,1,0,0,0,0,0,0,0,NO
DH03242,0,0,0,0,0,0,0,0,NO
DH03243,0,0,0,0,0,0,0,0,NO
DH03244,0,0,0,0,0,0,0,0,NO
DH03246,0,0,0,0,0,0,0,0,NO
DH03247,4,0,0,0,0,0,0,0,NO
DH03248,1,0,0,0,0,0,0,0,YES
DH03249,0,0,0,0,0,0,0,0,YES
DH03250,0,0,0,0,0,0,0,0,YES
DH03251,2,0,0,0,0,0,0,0,YES
DH03252,0,0,0,0,0,0,0,0,NO
DH03253,0,0,0,0,0,0,0,0,YES
DH03254,0,0,0,0,0,0,0,0,NO
DH03255,0,0,0,0,0,0,0,0,NO
